city,cityID,TGNID,latitude,longitude,birth,death,bir_sour
Saint-Omer ,4151540403,7011062,50.75,2.25,1.0,0.0,1.0
Saint Quentin ,4151540455,7010562,49.85,3.2833,1.0,1.0,0.0
Saverne ,4151540617,7009673,48.75,7.3667,1.0,0.0,1.0
Sceaux ,4151540628,7007998,48.7833,2.3,1.0,0.0,1.0
Sedan ,4151540640,7009674,49.7,4.95,2.0,0.0,1.0
Sens ,4151540672,7008255,48.2,3.3,1.0,0.0,1.0
S¨¨vres ,4151540700,7007999,48.8167,2.2167,0.0,4.0,0.0
Sissonne ,4151540724,1035731,49.5833,3.9,1.0,0.0,1.0
Strasbourg ,4151540794,7012346,48.5833,7.75,19.0,11.0,1.0
Somme ,4151540815,7003216,49.9167,2.5,1.0,0.0,1.0
Sarthe ,4151540817,7002986,48,.0833,1.0,0.0,1.0
Seine-et-Marne ,4151540820,7002973,48.5,3.0833,1.0,0.0,1.0
Toulon ,4151570112,7008794,43.1167,5.9167,5.0,0.0,1.0
Toulouse ,4151570114,7008441,43.6167,1.4333,10.0,11.0,0.0
Tourcoing ,4151570117,7009508,50.7333,3.1667,1.0,0.0,1.0
Tournon ,4151570122,1035897,45.0833,4.8167,1.0,1.0,0.0
Tours ,4151570128,7008323,47.3833,.7,5.0,8.0,0.0
Troyes ,4151570174,7008350,48.3,4.0833,15.0,2.0,1.0
Valenciennes ,4151630018,7008471,50.3667,3.5333,9.0,2.0,1.0
Valenton ,4151630022,1035976,48.75,2.4667,0.0,1.0,0.0
Varzy ,4151630067,7009714,47.35,3.3833,0.0,1.0,0.0
Vermenton ,4151630127,7008256,47.6667,3.7167,1.0,0.0,1.0
Vernon ,4151630135,7009720,49.0833,1.4833,1.0,0.0,1.0
Versailles ,4151630142,7008070,48.8,2.1333,6.0,10.0,0.0
Viarmes ,4151630168,1036091,49.1333,2.3667,1.0,0.0,1.0
Vic-sur-Seille ,4151630178,7009727,48.7833,6.5167,1.0,0.0,1.0
Villiers-sur-Marne ,4151630300,1036200,48.8333,2.5667,0.0,1.0,0.0
Vincennes ,4151630307,7009740,48.85,2.45,3.0,0.0,1.0
Chavagnes-en-Paillers ,4151750009,7030604,46.9,-1.25,1.0,0.0,1.0
Germany ,4180000000,7000084,51.5,10.5,12.0,3.0,1.0
Aachen ,4180000002,7004799,50.770833,6.105278,2.0,2.0,0.0
Altdorf ,4180000093,1038166,49.3875,11.357222,1.0,0.0,1.0
Altenburg ,4180000107,7012790,50.983333,12.45,1.0,0.0,1.0
Ansbach ,4180000188,7004459,49.3,10.583333,1.0,1.0,0.0
Arnstadt ,4180000210,7012792,50.833333,10.95,1.0,0.0,1.0
Augsburg ,4180000256,7004324,48.366667,10.883333,51.0,59.0,0.0
Baden-W¨¹rttemberg ,4180030000,7003692,47.95,9.9,1.0,0.0,1.0
Baden-Baden ,4180030042,7005172,48.75,8.25,0.0,1.0,0.0
Bad Kissingen ,4180030065,7012369,50.2,10.083333,1.0,0.0,1.0
Bad Mergentheim ,4180030085,7005181,49.4925,9.773611,1.0,0.0,1.0
Bad Schwalbach ,4180030116,7012959,50.133333,8.066667,0.0,1.0,0.0
Bamberg ,4180030154,7004325,49.866667,10.866667,9.0,5.0,1.0
Barby ,4180030159,1036414,51.966667,11.883333,0.0,1.0,0.0
Bayreuth ,4180030199,7004326,49.45,11.5833,1.0,3.0,0.0
Benediktbeuern ,4180030241,5001774,47.7,11.4,1.0,0.0,1.0
Berg ,4180030259,7012307,47.966667,11.35,1.0,0.0,1.0
Berlin ,4180030287,7003712,52.516667,13.4,16.0,33.0,0.0
Berne ,4180030294,1038491,53.1833,8.4833,0.0,1.0,0.0
Biberach an der Ri_ ,4180030323,7031763,48.1,9.8,2.0,0.0,1.0
Bielefeld ,4180030331,7005978,52.033333,8.533333,0.0,1.0,0.0
Bocholt ,4180030407,1038566,51.833333,6.6,0.0,1.0,0.0
Bonn ,4180030447,7005090,50.733333,7.1,1.0,0.0,1.0
Boxberg ,4180030493,1038612,49.481389,9.640278,1.0,0.0,1.0
Brakel ,4180030500,7012409,51.716667,9.183333,1.0,1.0,0.0
Brandenburg ,4180030506,7004462,52.416667,12.55,1.0,0.0,1.0
Brunswick ,4180030517,7004434,52.266667,10.533333,1.0,4.0,0.0
Breisach am Rhein ,4180030529,7005968,48.033333,7.583333,0.0,1.0,0.0
Bremen ,4180030543,7005286,53.083333,8.8,1.0,0.0,1.0
Br¨¹nn ,4180030590,1036493,50.45,101.0833,0.0,1.0,0.0
Burgau ,4180030642,1038691,48.433333,10.4,1.0,0.0,1.0
Burghausen ,4180030651,7004328,48.166667,12.833333,2.0,0.0,1.0
Chemnitz ,4180060023,7005951,50.833333,12.916667,1.0,0.0,1.0
Clemenswerth ,4180060031,4002712,53.383216,9.86206,0.0,1.0,0.0
Coburg ,4180060035,7004330,50.25,10.966667,2.0,0.0,1.0
Cologne ,4180060061,7004446,50.933333,6.95,10.0,6.0,1.0
Dachau ,4180090003,7004632,48.266667,11.433333,1.0,0.0,1.0
Darmstadt ,4180090037,7004428,49.870556,8.649444,1.0,4.0,0.0
Deggendorf ,4180090053,7004404,48.833333,12.966667,1.0,0.0,1.0
Delmenhorst ,4180090064,7005284,53.05,8.616667,1.0,0.0,1.0
Denkendorf ,4180090069,7004612,48.933333,11.45,0.0,1.0,0.0
Dillingen ,4180090121,1038818,49.35,6.733333,1.0,0.0,1.0
Dillingen an der Donau ,4180090122,7012427,48.566667,10.483333,1.0,0.0,1.0
Dippoldiswalde ,4180090134,1036609,50.883333,13.666667,1.0,1.0,0.0
Dithmarschen ,4180090139,1111963,53.9167,9.25,1.0,0.0,1.0
Donaueschingen ,4180090165,7005175,47.95,8.5,0.0,1.0,0.0
Donaustauf ,4180090167,7004575,49.033333,12.216667,0.0,1.0,0.0
Dresden ,4180090203,7004455,51.05,13.75,21.0,36.0,0.0
Dusseldorf ,4180090230,7004443,51.216667,6.766667,2.0,3.0,0.0
D¨¹sseldorf district ,4180090235,1003123,51.25,7,1.0,0.0,1.0
Eichst_tt ,4180120069,7004613,48.883333,11.183333,3.0,1.0,1.0
Eisenberg ,4180120087,1036648,50.966667,11.9,1.0,0.0,1.0
Eisleben ,4180120093,7012806,51.5333,11.55,1.0,0.0,1.0
Emden ,4180120137,7005300,53.366667,7.216667,5.0,2.0,1.0
Erfurt ,4180120177,7024031,50.983333,11.033333,1.0,1.0,0.0
Erlangen ,4180120189,7004332,49.589722,11.003889,1.0,2.0,0.0
Frankenthal ,4180150092,7012458,49.537222,8.355,1.0,1.0,0.0
Frankfurt am Main ,4180150093,7005293,50.116667,8.683333,17.0,32.0,0.0
Frankfurt an der Oder ,4180150094,7005972,52.35,14.55,2.0,1.0,1.0
Freiburg im Breisgau ,4180150114,7004423,48,7.85,3.0,0.0,1.0
Freising ,4180150122,7013338,48.4,11.733333,0.0,1.0,0.0
Friedrichstadt ,4180150158,1039143,54.366667,9.083333,1.0,1.0,0.0
Fulda ,4180150182,7005294,50.55,9.666667,1.0,1.0,0.0
Geisa ,4180180048,1036764,50.716667,9.966667,1.0,0.0,1.0
Goslar ,4180180206,7005630,51.9,10.433333,1.0,0.0,1.0
Gotha ,4180180211,7005938,50.95,10.716667,0.0,1.0,0.0
Greifswald ,4180180256,7004725,54.1,13.383333,1.0,0.0,1.0
Gr_tzingen ,4180180372,4004470,48.616667,9.266667,1.0,0.0,1.0
Gr¨¹nstadt ,4180180388,1039309,49.569167,8.168056,1.0,0.0,1.0
Haina ,4180210032,7012487,51.033333,8.966667,1.0,0.0,1.0
Hamburg ,4180210056,7005289,53.55,10,16.0,15.0,1.0
Hammelburg ,4180210063,1039453,50.116667,9.9,1.0,0.0,1.0
Hanau ,4180210066,7005295,50.133333,8.916667,0.0,2.0,0.0
Hanover ,4180210070,7013260,52.366667,9.716667,2.0,1.0,1.0
Havelberg ,4180210122,7012319,52.816667,12.083333,1.0,0.0,1.0
Heidelberg ,4180210143,7005177,49.416667,8.7,2.0,2.0,0.0
Heinsberg ,4180210171,7005162,51.066667,6.083333,1.0,0.0,1.0
Helmstedt ,4180210190,7005247,52.233333,11,1.0,0.0,1.0
Herford ,4180210221,7012503,52.133333,8.683333,1.0,0.0,1.0
Herrnhut ,4180210239,1036934,51.016667,14.75,0.0,1.0,0.0
Hessen ,4180210261,1036938,52.016667,10.783333,1.0,0.0,1.0
Hildburghausen ,4180210280,1036943,50.416667,10.75,0.0,1.0,0.0
Hildesheim ,4180210283,7005248,52.15,9.966667,1.0,2.0,0.0
Hirschfeld ,4180210308,1036949,51.383333,13.616667,1.0,0.0,1.0
Hohenlohe ,4180210363,6002574,48.769027,12.374413,1.0,0.0,1.0
Horb am Neckar ,4180210436,7012512,48.433333,8.683333,1.0,0.0,1.0
H¨¹fingen ,4180210469,7012489,47.916667,8.483333,1.0,0.0,1.0
Idstein ,4180240009,7006084,50.233333,8.266667,0.0,1.0,0.0
Ilbenstadt ,4180240022,7006092,50.283333,8.8,0.0,1.0,0.0
Ingolstadt ,4180240044,7017035,48.766667,11.433333,0.0,1.0,0.0
Iserlohn ,4180240054,7006088,51.366667,7.7,1.0,0.0,1.0
Itzehoe ,4180240062,7006089,53.916667,9.516667,1.0,0.0,1.0
Jachenau ,4180270001,1039757,47.6,11.433333,1.0,0.0,1.0
Jena ,4180270013,7005973,50.933333,11.583333,1.0,0.0,1.0
Joachimsthal ,4180270025,1037007,52.966667,13.75,1.0,0.0,1.0
J¨¹lich ,4180270041,7012517,50.933333,6.366667,1.0,0.0,1.0
Kalkar ,4180300012,7004986,51.733333,6.3,1.0,0.0,1.0
Karlsruhe ,4180300045,7004424,49.004722,8.385833,1.0,0.0,1.0
Kassel ,4180300053,7004431,51.316667,9.5,0.0,4.0,0.0
Kaufbeuren ,4180300065,7012526,47.883333,10.616667,1.0,0.0,1.0
Kempen ,4180300087,7005171,51.366667,6.416667,1.0,0.0,1.0
Kempten ,4180300090,7012530,47.716667,10.316667,3.0,2.0,1.0
Cleves ,4180300184,7012313,51.783333,6.15,2.0,0.0,1.0
K_nigsberg in Bayern ,4180300229,7012518,50.083333,10.583333,1.0,0.0,1.0
Konstanz ,4180300249,7005174,47.666667,9.183333,2.0,1.0,1.0
Kronach ,4180300297,7012543,50.233333,11.316667,1.0,0.0,1.0
Kulmbach ,4180300328,1039952,50.1,11.45,1.0,0.0,1.0
K_ln district ,4180300352,1003171,50.9333,6.6667,0.0,1.0,0.0
Lower Saxony ,4180330000,7003676,52.6667,9,1.0,0.0,1.0
Landau ,4180330025,1040006,48.683333,12.683333,1.0,0.0,1.0
Landsberg ,4180330032,1037156,51.516667,12.166667,1.0,0.0,1.0
Landshut ,4180330034,7004414,48.533333,12.15,0.0,1.0,0.0
Langenargen ,4180330043,7012560,47.6,9.55,1.0,0.0,1.0
Laufen ,4180330098,7012566,47.95,12.933333,1.0,0.0,1.0
Lauingen ,4180330101,7012568,48.566667,10.433333,1.0,1.0,0.0
Leipzig ,4180330144,7012329,51.3333,12.4167,5.0,12.0,0.0
Leutkirch ,4180330188,1040109,47.825,10.016667,1.0,0.0,1.0
Lippstadt ,4180330247,7012582,51.666667,8.35,2.0,0.0,1.0
Lubeck ,4180330314,7012327,53.866667,10.7,15.0,4.0,1.0
Ludwigslust ,4180330333,7004798,53.316667,11.5,0.0,2.0,0.0
Magdeburg ,4180360005,7004456,52.166667,11.666667,1.0,0.0,1.0
Mainburg ,4180360016,1040222,48.65,11.783333,1.0,0.0,1.0
Mainz ,4180360021,7004449,50,8.271111,0.0,1.0,0.0
Mainz ,4180360022,7017990,47.833333,11.966667,1.0,1.0,0.0
Mannheim ,4180360036,7005179,49.488333,8.464722,1.0,7.0,0.0
Mansfeld ,4180360037,7012840,51.583333,11.466667,1.0,0.0,1.0
Marburg ,4180360043,7012330,50.816667,8.766667,1.0,0.0,1.0
Meckenheim ,4180360107,1040282,50.633333,7.016667,1.0,0.0,1.0
Meersburg ,4180360119,7012597,47.7,9.266667,1.0,1.0,0.0
Meissen ,4180360132,7012844,51.1667,13.4167,1.0,4.0,0.0
Memmingen ,4180360144,7012598,47.983333,10.166667,4.0,1.0,1.0
Mengen ,4180360147,7012599,48.05,9.333333,1.0,0.0,1.0
Merseburg ,4180360160,7012845,51.366667,12,2.0,2.0,0.0
Messkirch ,4180360168,1040324,48,9.1167,0.0,1.0,0.0
Metzingen ,4180360180,1040334,48.533333,9.266667,1.0,0.0,1.0
Mindelheim ,4180360204,7012332,48.05,10.483333,2.0,1.0,1.0
Minden ,4180360205,7005099,52.283333,8.916667,1.0,0.0,1.0
Mosbach ,4180360262,1040375,49.353889,9.142778,0.0,1.0,0.0
M¨¹hlheim ,4180360284,1040199,50.116667,8.833333,1.0,0.0,1.0
Munich ,4180360300,7004333,48.15,11.583333,17.0,43.0,0.0
Munster ,4180360310,1040379,52.983333,10.083333,0.0,1.0,0.0
M¨¹nster ,4180360311,7004445,51.966667,7.633333,4.0,2.0,1.0
Neustadt ,4180390163,1037375,50.733333,11.75,1.0,0.0,1.0
Neuwied ,4180390179,7005100,50.433333,7.466667,0.0,1.0,0.0
Nordhausen ,4180390264,7012851,51.516667,10.8,1.0,0.0,1.0
N_rdlingen ,4180390268,7012334,48.85,10.5,2.0,1.0,1.0
N¨¹rburg ,4180390284,1040387,50.333333,6.95,12.0,11.0,1.0
Nuremberg ,4180390285,7004334,49.447778,11.068333,59.0,59.0,0.0
Ochsenhausen ,4180420080,7005182,48.066667,9.95,1.0,0.0,1.0
Oldenburg ,4180420126,7004439,53,8,1.0,0.0,1.0
Oldenburg ,4180420127,1003813,53.1333,8.2167,1.0,0.0,1.0
Osnabr¨¹ck ,4180420162,7005252,52.266667,8.05,2.0,0.0,1.0
Osterburg ,4180420171,1037438,52.783333,11.766667,1.0,0.0,1.0
Paderborn ,4180450001,7005101,51.716667,8.766667,3.0,1.0,1.0
Passau ,4180450019,7004407,48.583333,13.483333,0.0,3.0,0.0
Peine ,4180450035,7005624,52.316667,10.233333,1.0,0.0,1.0
Pfronten ,4180450076,1040733,47.583333,10.55,1.0,0.0,1.0
Pfullendorf ,4180450078,1040735,47.916667,9.25,1.0,0.0,1.0
Pirna ,4180450090,7012339,50.966667,13.933333,1.0,0.0,1.0
Polling ,4180450123,7004705,47.816667,11.133333,0.0,1.0,0.0
Potsdam ,4180450142,7004463,52.4,13.066667,0.0,1.0,0.0
Prenzlau ,4180450153,1037511,53.316667,13.866667,1.0,0.0,1.0
Quedlinburg ,4180480003,7012857,51.783333,11.15,1.0,0.0,1.0
Radolfzell ,4180510009,1040809,47.733333,8.966667,1.0,0.0,1.0
Ravensburg ,4180510055,7005184,47.783333,9.616667,1.0,0.0,1.0
Regensburg ,4180510066,7013496,49.015,12.095556,3.0,5.0,0.0
Rehna ,4180510078,1037573,53.783333,11.05,1.0,0.0,1.0
Rheinfelden ,4180510142,1040896,47.566667,7.8,1.0,0.0,1.0
Riedlingen ,4180510166,1040910,48.15,9.466667,1.0,0.0,1.0
Rosenheim ,4180510236,7004690,47.85,12.133333,1.0,0.0,1.0
Rostock ,4180510253,7004717,54.083333,12.133333,1.0,0.0,1.0
Roth ,4180510259,7012681,49.245,11.091111,1.0,0.0,1.0
Rott am Inn ,4180510271,7004689,47.916667,12.083333,1.0,0.0,1.0
Rottenbuch ,4180510274,7012682,47.733333,10.966667,1.0,0.0,1.0
Rottenburg ,4180510275,7012684,48.466667,8.933333,1.0,0.0,1.0
Rottweil ,4180510282,7012685,48.166667,8.616667,0.0,1.0,0.0
Rudolstadt ,4180510291,7012862,50.716667,11.333333,2.0,3.0,0.0
Saarbr¨¹cken ,4180540010,7004454,49.233333,7,0.0,1.0,0.0
Saxony ,4180540015,7003686,50.928181,13.45681,1.0,0.0,1.0
Salzdahlum ,4180540030,4009872,52.2,10.583333,0.0,1.0,0.0
Sangerhausen ,4180540051,1037641,51.466667,11.3,2.0,0.0,1.0
Sankt Andreasberg ,4180540053,7012688,51.716667,10.516667,1.0,0.0,1.0
Schleiz ,4180540143,1037680,50.583333,11.816667,2.0,0.0,1.0
Schleswig ,4180540147,7012700,54.516667,9.55,1.0,0.0,1.0
Sch_nerlinde ,4180540217,1037656,52.65,13.45,1.0,0.0,1.0
Sch_nthal ,4180540234,1041064,49.35,12.6,0.0,1.0,0.0
Schw_bisch Gm¨¹nd ,4180540269,7012707,48.8,9.783333,2.0,2.0,0.0
Schw_bisch Hall ,4180540270,7012708,49.105833,9.734167,1.0,1.0,0.0
Schweinfurt ,4180540310,7004336,50.05,10.233333,1.0,0.0,1.0
Seligenstadt ,4180540363,4010301,50.05,8.983333,1.0,0.0,1.0
Siegen ,4180540391,7012712,50.866667,8.033333,1.0,0.0,1.0
Soest ,4180540428,7005105,51.583333,8.116667,1.0,1.0,0.0
Solingen ,4180540432,7004940,51.183333,7.083333,1.0,0.0,1.0
Sonthofen ,4180540447,1041257,47.516667,10.283333,1.0,0.0,1.0
Speyer ,4180540465,7012341,49.329722,8.427778,1.0,0.0,1.0
Spremberg ,4180540470,1037757,51.55,14.366667,1.0,0.0,1.0
Stendal ,4180540547,7012875,52.6,11.85,1.0,0.0,1.0
Stralsund ,4180540583,7004718,54.3,13.1,3.0,1.0,1.0
Straubing ,4180540587,7004413,48.883333,12.566667,0.0,1.0,0.0
Stuttgart ,4180540614,7004425,48.766667,9.183333,1.0,3.0,0.0
Sulzbach ,4180540632,7012338,49.3,7.066667,0.0,1.0,0.0
Thuringia ,4180570000,7003689,51,11,2.0,0.0,1.0
Tegernsee ,4180570024,7004693,47.716667,11.766667,1.0,0.0,1.0
T_nning ,4180570103,7012734,54.316667,8.95,1.0,0.0,1.0
T_pen ,4180570106,1041378,50.383333,11.866667,1.0,0.0,1.0
Trier ,4180570142,7004447,49.75,6.633333,2.0,2.0,0.0
T¨¹rkheim ,4180570163,1041381,48.066667,10.633333,1.0,0.0,1.0
_berlingen ,4180600001,7012359,47.766667,9.166667,2.0,0.0,1.0
Ulm ,4180600027,7005187,48.4,10,3.0,5.0,0.0
Veringenstadt ,4180630029,1041541,48.183333,9.216667,1.0,0.0,1.0
Wabern ,4180660003,1041603,51.1,9.35,1.0,0.0,1.0
Waldkirchen ,4180660039,1041632,48.733333,13.6,1.0,0.0,1.0
Wallerstein ,4180660057,7012757,48.883333,10.466667,2.0,0.0,1.0
Warburg ,4180660088,7012758,51.5,9.166667,1.0,1.0,0.0
Weilheim ,4180660158,7012763,47.833333,11.15,5.0,2.0,1.0
Weimar ,4180660161,1041715,51.366667,9.4,3.0,2.0,1.0
Weimar ,4180660162,7012886,50.983333,11.316667,0.0,3.0,0.0
Weissenhorn ,4180660179,7018688,48.3,10.1667,2.0,0.0,1.0
Weissensee ,4180660181,1037950,51.2,11.0833,1.0,0.0,1.0
Wesel ,4180660256,7005168,51.666667,6.616667,4.0,1.0,1.0
Wessobrunn ,4180660261,7004708,47.883333,11.033333,4.0,1.0,1.0
Wetzlar ,4180660296,7012774,50.55,8.5,1.0,0.0,1.0
Wiesensteig ,4180660324,7012777,48.55,9.633333,3.0,0.0,1.0
Wismar ,4180660391,7004719,53.9,11.466667,1.0,0.0,1.0
Wittenberg ,4180660395,7012349,51.8833,12.65,2.0,0.0,1.0
Wittichenau ,4180660399,1038012,51.383333,14.25,1.0,0.0,1.0
Wolfenb¨¹ttel ,4180660417,7005253,52.166667,10.55,0.0,2.0,0.0
Worms ,4180660438,7005108,49.635556,8.359722,3.0,0.0,1.0
Wuppertal ,4180660462,7004943,51.266667,7.183333,2.0,0.0,1.0
W¨¹rzburg ,4180660468,7004335,49.787778,9.936111,2.0,7.0,0.0
Xanten ,4180690000,7004980,50.2333,6.45,0.0,1.0,0.0
Zeitz ,4180750022,7012351,51.05,12.15,1.0,0.0,1.0
Zerbst ,4180750031,7012892,51.966667,12.083333,1.0,0.0,1.0
Zweibr¨¹cken ,4180750079,7012352,49.25,7.366667,0.0,1.0,0.0
Imgoldingen ,4180750095,7029630,48.033,9.733,1.0,0.0,1.0
Athens ,4181000086,7001393,37.983333,23.733333,0.0,2.0,0.0
Kr¨ªti region ,4181060000,7012056,35.1667,25,1.0,0.0,1.0
Kir¨¢s Vr¨ªsi ,4181300070,5004291,37.917508,23.006031,1.0,0.0,1.0
M¨ªlos island ,4181360046,7010922,36.675556,24.447778,1.0,0.0,1.0
Pella ,4181450026,7011026,40.76,22.519167,1.0,0.0,1.0
S¨¢mos ,4181540003,1042201,37.757222,26.976944,1.0,0.0,1.0
Budapest ,4210030029,7006280,47.5,19.05,2.0,3.0,0.0
Eger ,4210120002,7010471,47.8833,20.4667,0.0,1.0,0.0
Szigetv¨¢r ,4210540036,4010962,46.0167,17.8333,0.0,1.0,0.0
Zala ,4210750000,1000481,46.75,16.8333,0.0,1.0,0.0
Republic of Ireland ,4240000000,1000078,53,-8,5.0,3.0,1.0
Bruff ,4240030078,1042660,52.4833,-8.55,0.0,1.0,0.0
Cork ,4240060079,7007168,51.9,-8.4667,2.0,0.0,1.0
Dublin ,4240090025,7001306,53.3333,-6.25,18.0,10.0,1.0
Dundalk ,4240090029,7006958,54.0167,-6.4167,1.0,0.0,1.0
Kildare ,4240300014,7006909,53.1667,-6.9167,1.0,0.0,1.0
Kilkenny ,4240300022,7007184,52.65,-7.25,1.0,0.0,1.0
Limerick ,4240330012,7006679,52.6667,-8.6333,1.0,0.0,1.0
Louth ,4240330021,7006982,53.95,-6.55,1.0,0.0,1.0
County Meath ,4240360034,7003491,53.5833,-6.6667,1.0,0.0,1.0
Thomastown ,4240570005,1043029,52.5167,-7.1333,1.0,0.0,1.0
Waterford ,4240660000,7006731,52.25,-7.1,2.0,0.0,1.0
Westport ,4240660003,1043053,53.8,-9.5333,0.0,1.0,0.0
Wexford ,4240660004,1043054,52.3333,-6.45,1.0,0.0,1.0
Wicklow ,4240660008,1043057,52.9833,-6.05,0.0,1.0,0.0
Italy ,4243000000,1000080,42.8333,12.8333,12.0,8.0,1.0
Apulia ,4243000002,7010380,41.25,16.25,0.0,1.0,0.0
Ala ,4243000074,7005506,45.75,11,1.0,0.0,1.0
Alagna Valsesia ,4243000077,1043140,45.85,7.933333,2.0,0.0,1.0
Alatri ,4243000080,7006674,41.716667,13.35,0.0,1.0,0.0
South Tyrol ,4243000146,7030436,41.29254,12.573465,1.0,1.0,0.0
Alzano Lombardo ,4243000151,7005810,45.733333,9.716667,1.0,0.0,1.0
Amantea ,4243000155,1043201,39.133333,16.066667,1.0,0.0,1.0
Ampezzo ,4243000163,1043207,46.413889,12.794722,1.0,0.0,1.0
Ancona ,4243000167,7003980,43.633333,13.5,3.0,1.0,1.0
Andorno Micca ,4243000170,1043214,45.616667,8.05,1.0,0.0,1.0
Antrodoco ,4243000193,7006737,42.416667,13.083333,1.0,0.0,1.0
Anzio ,4243000198,7015535,41.45,12.616667,1.0,0.0,1.0
Arezzo ,4243000242,7006072,43.416667,11.883333,10.0,6.0,1.0
Argenta ,4243000244,7004891,44.616667,11.833333,2.0,0.0,1.0
Arona ,4243000264,7005655,45.766667,8.566667,1.0,0.0,1.0
Arpino ,4243000267,7006688,41.65,13.6,2.0,0.0,1.0
Ascoli Piceno ,4243000291,7004025,42.85,13.566667,0.0,2.0,0.0
Assisi ,4243000300,7005119,43.066667,12.616667,2.0,1.0,1.0
Asti ,4243000303,7005610,44.9,8.2,1.0,0.0,1.0
Badia Calavena ,4243030008,1043357,45.566667,11.15,1.0,0.0,1.0
Bagnacavallo ,4243030015,7004993,44.416667,12,1.0,0.0,1.0
Bagnoli Irpino ,4243030031,7003088,40.833333,15.066667,1.0,0.0,1.0
Baia ,4243030039,7004516,40.816667,14.066667,0.0,1.0,0.0
Barletta ,4243030089,7004105,41.316667,16.283333,0.0,1.0,0.0
Bassano del Grappa ,4243030104,7003261,45.766667,11.733333,7.0,5.0,1.0
Bassiano ,4243030107,5002315,41.55,13.033333,1.0,0.0,1.0
Belluno ,4243030134,7003325,46.145,12.221389,8.0,2.0,1.0
Belvedere Ostrense ,4243030141,1043469,43.566667,13.15,1.0,0.0,1.0
Bergamo ,4243030151,7005025,45.683333,9.716667,12.0,11.0,1.0
Bevagna ,4243030166,7008876,42.933333,12.6,1.0,0.0,1.0
Bisceglie ,4243030194,7004110,41.233333,16.5,1.0,0.0,1.0
Bitonto ,4243030199,7004115,41.1,16.683333,1.0,2.0,0.0
Bologna ,4243030226,7004847,44.483333,11.333333,122.0,94.0,1.0
Bolzano ,4243030234,7004967,46.516667,11.366667,1.0,1.0,0.0
Borgo a Buggiano ,4243030262,4001692,43.8833,104.6667,1.0,0.0,1.0
Bracciano ,4243030328,7007170,42.1,12.166667,0.0,1.0,0.0
Brescia ,4243030344,7005764,45.55,10.25,13.0,13.0,0.0
Brindisi ,4243030356,7004094,40.633333,17.933333,1.0,0.0,1.0
Broni ,4243030362,1043648,45.066667,9.266667,0.0,1.0,0.0
Budrio ,4243030387,7004872,44.533333,11.533333,1.0,0.0,1.0
Burgusio ,4243030398,7015675,46.7,10.516667,1.0,0.0,1.0
Busto Arsizio ,4243030413,7006048,45.616667,8.85,2.0,0.0,1.0
Barra ,4243030419,7010620,40.8333,14.3167,0.0,1.0,0.0
Bergamo province ,4243030423,7005023,45.833333,9.8,1.0,0.0,1.0
Calabria ,4243060000,7007850,39,16.5,0.0,1.0,0.0
Cagli ,4243060016,7003985,43.55,12.65,1.0,0.0,1.0
Caldiero ,4243060047,1043735,45.4,11.1833,0.0,1.0,0.0
Camerano ,4243060081,7007558,43.533333,13.55,1.0,0.0,1.0
Camerino ,4243060083,7004016,43.133333,13.066667,2.0,1.0,1.0
Canda ,4243060152,1043814,45.05,11.5,1.0,0.0,1.0
Canino ,4243060166,7006772,42.466667,11.75,1.0,0.0,1.0
Cantiano ,4243060181,7008887,43.466667,12.633333,1.0,0.0,1.0
Caprese Michelangelo ,4243060212,7006116,43.65,11.983333,1.0,0.0,1.0
Capua ,4243060219,7004529,41.1,14.2,1.0,0.0,1.0
Caravaggio ,4243060229,7005840,45.5,9.633333,4.0,0.0,1.0
Caresana ,4243060244,1043885,45.216667,8.5,1.0,0.0,1.0
Carona ,4243060264,7005793,46.016667,9.783333,2.0,0.0,1.0
Carpi ,4243060274,7004950,44.783333,10.883333,3.0,2.0,1.0
Carrara ,4243060281,7006077,44.083333,10.1,5.0,2.0,1.0
Casale Monferrato ,4243060304,7003924,45.133333,8.45,0.0,1.0,0.0
Casalmaggiore ,4243060309,7005878,44.983333,10.433333,0.0,1.0,0.0
Castel Bolognese ,4243060369,7004997,44.316667,11.8,1.0,0.0,1.0
Castel del Piano ,4243060381,1043996,42.883333,11.533333,2.0,1.0,1.0
Castelfranco Veneto ,4243060399,7003298,45.666667,11.916667,1.0,0.0,1.0
Castel Gandolfo ,4243060401,7007012,41.75,12.65,0.0,2.0,0.0
Castellammare di Stabia ,4243060410,7015639,40.7,14.483333,1.0,0.0,1.0
Castelli ,4243060425,7004197,42.483333,13.716667,1.0,1.0,0.0
Castello di Belcaro ,4243060431,5003024,46.283333,11.433333,0.0,1.0,0.0
Castelnuovo Berardenga ,4243060451,7006312,43.35,11.5,1.0,0.0,1.0
Castelnuovo di Garfagnana ,4243060455,1044058,44.1,10.4,1.0,0.0,1.0
Castel San Felice ,4243060467,5003078,42.75,12.833333,1.0,0.0,1.0
Castel San Giovanni ,4243060470,1043988,45.066667,9.433333,1.0,0.0,1.0
Castiglione d'Orcia ,4243060500,7007728,43,11.616667,1.0,0.0,1.0
Cattolica ,4243060528,1044106,43.966667,12.733333,1.0,0.0,1.0
Cavalese ,4243060533,7005451,46.283333,11.45,5.0,3.0,1.0
Cefal¨² ,4243060555,7003931,38.033333,14.016667,1.0,1.0,0.0
Cento ,4243060577,7004900,44.716667,11.283333,6.0,2.0,1.0
